r,u,V
1.3702283811668612,0.6962092940536398,-0.7298053475935292
1.380230048109685,0.6943121091756427,-0.7245169030840657
1.3902317150525088,0.6923837352022285,-0.7193045513008097
1.4002333819953325,0.6904249807877855,-0.7141666616853543
1.4102350489381563,0.688436641580635,-0.7091016499362678
1.42023671588098,0.6864195004018063,-0.7041079763803282
1.4302383828238039,0.6843743274215415,-0.6991841444120952
1.440240049766628,0.6823018803335741,-0.6943286989985017
1.4502417167094517,0.6802029045271575,-0.6895402252453235
1.4602433836522755,0.6780781332569475,-0.6848173470225617
1.4702450505950992,0.6759282878106923,-0.6801587256459309
1.480246717537923,0.6737540776747871,-0.6755630586118024
1.4902483844807468,0.6715562006977457,-0.6710290783830871
1.5002500514235706,0.669335343251552,-0.666555551223685
1.5102517183663944,0.6670921803909707,-0.662141276079247
1.5202533853092182,0.6648273760108372,-0.657785083502117
1.530255052252042,0.6625415830013051,-0.6534858346184333
1.5402567191948657,0.6602354434011289,-0.6492424201354741
1.5502583861376897,0.6579095885490002,-0.6450537593874256
1.5602600530805135,0.6555646392329115,-0.6409187994178541
1.5702617200233373,0.6532012058376335,-0.6368365140972411
1.580263386966161,0.6508198884902818,-0.6328059032740303
